1871/01/07	NZ	00	00	00	00	00
1871/01/14	NZ	00	00	00	00	00
1871/01/21	NZ	00	00	00	00	00
1871/01/28	NZ	00	00	00	00	00
1871/02/04	NZ	00	00	00	00	00
1871/02/11	NZ	00	00	00	00	00
1871/02/18	NZ	00	00	00	00	00
1871/02/25	NZ	00	00	00	00	00
1871/03/04	NZ	00	00	00	00	00
1871/03/11	NZ	00	00	00	00	00
1871/03/18	NZ	00	00	00	00	00
1871/03/25	NZ	00	00	00	00	00
1871/04/01	NZ	00	00	00	00	00
1871/04/08	NZ	00	00	00	00	00
1871/04/15	NZ	00	00	00	00	00
1871/04/22	NZ	00	00	00	00	00
1871/04/29	NZ	00	00	00	00	00
1871/05/06	NZ	00	00	00	00	00
1871/05/13	NZ	00	00	00	00	00
1871/05/20	NZ	00	00	00	00	00
1871/05/27	NZ	00	00	00	00	00
1871/06/03	NZ	00	00	00	00	00
1871/06/10	NZ	00	00	00	00	00
1871/06/17	NZ	00	00	00	00	00
1871/06/24	NZ	00	00	00	00	00
1871/07/01	NZ	00	00	00	00	00
1871/07/08	NZ	00	00	00	00	00
1871/07/15	NZ	00	00	00	00	00
1871/07/22	NZ	00	00	00	00	00
1871/07/29	NZ	00	00	00	00	00
1871/08/05	NZ	00	00	00	00	00
1871/08/12	NZ	00	00	00	00	00
1871/08/19	NZ	00	00	00	00	00
1871/08/26	NZ	00	00	00	00	00
1871/09/02	NZ	00	00	00	00	00
1871/09/09	NZ	00	00	00	00	00
1871/09/16	NZ	00	00	00	00	00
1871/09/23	NZ	00	00	00	00	00
1871/09/30	NZ	00	00	00	00	00
1871/10/07	NZ	00	00	00	00	00
1871/10/14	NZ	00	00	00	00	00
1871/10/21	NZ	00	00	00	00	00
1871/10/28	NZ	00	00	00	00	00
1871/11/04	NZ	00	00	00	00	00
1871/11/11	NZ	00	00	00	00	00
1871/11/18	NZ	00	00	00	00	00
1871/11/25	NZ	00	00	00	00	00
1871/12/02	NZ	00	00	00	00	00
1871/12/09	NZ	00	00	00	00	00
1871/12/16	NZ	00	00	00	00	00
1871/12/23	NZ	00	00	00	00	00
1871/12/30	NZ	00	00	00	00	00
1872/01/06	NZ	00	00	00	00	00
1872/01/13	NZ	00	00	00	00	00
1872/01/20	NZ	00	00	00	00	00
1872/01/27	NZ	00	00	00	00	00
1872/02/03	NZ	00	00	00	00	00
1872/02/10	NZ	00	00	00	00	00
1872/02/17	NZ	00	00	00	00	00
1872/02/24	NZ	00	00	00	00	00
1872/03/02	NZ	00	00	00	00	00
1872/03/09	NZ	00	00	00	00	00
1872/03/16	NZ	00	00	00	00	00
1872/03/23	NZ	00	00	00	00	00
1872/03/30	NZ	00	00	00	00	00
1872/04/06	NZ	00	00	00	00	00
1872/04/13	NZ	00	00	00	00	00
1872/04/20	NZ	00	00	00	00	00
1872/04/27	NZ	00	00	00	00	00
1872/05/04	NZ	00	00	00	00	00
1872/05/11	NZ	00	00	00	00	00
1872/05/18	NZ	00	00	00	00	00
1872/05/25	NZ	00	00	00	00	00
1872/06/01	NZ	00	00	00	00	00
1872/06/08	NZ	00	00	00	00	00
1872/06/15	NZ	00	00	00	00	00
1872/06/22	NZ	00	00	00	00	00
1872/07/01	NZ	00	00	00	00	00
1872/07/06	NZ	00	00	00	00	00
1872/07/13	NZ	00	00	00	00	00
1872/07/20	NZ	00	00	00	00	00
1872/07/27	NZ	00	00	00	00	00
1872/08/03	NZ	00	00	00	00	00
1872/08/10	NZ	00	00	00	00	00
1872/08/17	NZ	00	00	00	00	00
1872/08/24	NZ	00	00	00	00	00
1872/08/31	NZ	00	00	00	00	00
1872/09/07	NZ	00	00	00	00	00
1872/09/14	NZ	00	00	00	00	00
1872/09/21	NZ	00	00	00	00	00
1872/09/28	NZ	00	00	00	00	00
1872/10/05	NZ	00	00	00	00	00
1872/10/12	NZ	00	00	00	00	00
1872/10/19	NZ	00	00	00	00	00
1872/10/26	NZ	00	00	00	00	00
1872/11/02	NZ	00	00	00	00	00
1872/11/09	NZ	00	00	00	00	00
1872/11/16	NZ	00	00	00	00	00
1872/11/23	NZ	00	00	00	00	00
1872/11/30	NZ	00	00	00	00	00
1872/12/07	NZ	00	00	00	00	00
1872/12/14	NZ	00	00	00	00	00
1872/12/21	NZ	00	00	00	00	00
1872/12/28	NZ	00	00	00	00	00
1873/01/04	NZ	00	00	00	00	00
1873/01/11	NZ	00	00	00	00	00
1873/01/18	NZ	00	00	00	00	00
1873/01/25	NZ	00	00	00	00	00
1873/02/01	NZ	00	00	00	00	00
1873/02/08	NZ	00	00	00	00	00
1873/02/15	NZ	00	00	00	00	00
1873/02/22	NZ	00	00	00	00	00
1873/03/01	NZ	00	00	00	00	00
1873/03/08	NZ	00	00	00	00	00
1873/03/15	NZ	00	00	00	00	00
1873/03/22	NZ	00	00	00	00	00
1873/03/29	NZ	00	00	00	00	00
1873/04/05	NZ	00	00	00	00	00
1873/04/12	NZ	00	00	00	00	00
1873/04/19	NZ	00	00	00	00	00
1873/04/26	NZ	00	00	00	00	00
1873/05/03	NZ	00	00	00	00	00
1873/05/10	NZ	00	00	00	00	00
1873/05/17	NZ	00	00	00	00	00
1873/05/24	NZ	00	00	00	00	00
1873/05/31	NZ	00	00	00	00	00
1873/06/07	NZ	00	00	00	00	00
1873/06/14	NZ	00	00	00	00	00
1873/06/21	NZ	00	00	00	00	00
1873/06/28	NZ	00	00	00	00	00
1873/07/05	NZ	00	00	00	00	00
1873/07/12	NZ	00	00	00	00	00
1873/07/19	NZ	00	00	00	00	00
1873/07/26	NZ	00	00	00	00	00
1873/08/02	NZ	00	00	00	00	00
1873/08/09	NZ	00	00	00	00	00
1873/08/16	NZ	00	00	00	00	00
1873/08/23	NZ	00	00	00	00	00
1873/08/30	NZ	00	00	00	00	00
1873/09/06	NZ	00	00	00	00	00
1873/09/13	NZ	00	00	00	00	00
1873/09/20	NZ	00	00	00	00	00
1873/09/27	NZ	00	00	00	00	00
1873/10/04	NZ	00	00	00	00	00
1873/10/11	NZ	00	00	00	00	00
1873/10/18	NZ	00	00	00	00	00
1873/10/25	NZ	00	00	00	00	00
1873/11/01	NZ	00	00	00	00	00
1873/11/08	NZ	00	00	00	00	00
1873/11/15	NZ	00	00	00	00	00
1873/11/22	NZ	00	00	00	00	00
1873/11/29	NZ	00	00	00	00	00
1873/12/06	NZ	00	00	00	00	00
1873/12/13	NZ	00	00	00	00	00
1873/12/20	NZ	00	00	00	00	00
1873/12/27	NZ	00	00	00	00	00
1874/01/03	NZ	00	00	00	00	00
1874/01/10	NZ	00	00	00	00	00
1874/01/17	NZ	00	00	00	00	00
1874/01/24	NZ	00	00	00	00	00
1874/01/31	NZ	00	00	00	00	00
1874/02/07	NZ	00	00	00	00	00
1874/02/14	NZ	00	00	00	00	00
1874/02/21	NZ	00	00	00	00	00
1874/02/28	NZ	00	00	00	00	00
1874/03/07	NZ	00	00	00	00	00
1874/03/14	NZ	00	00	00	00	00
1874/03/21	NZ	00	00	00	00	00
1874/03/28	NZ	00	00	00	00	00
1874/04/04	NZ	00	00	00	00	00
1874/04/11	NZ	00	00	00	00	00
1874/04/18	NZ	00	00	00	00	00
1874/04/25	NZ	00	00	00	00	00
1874/05/02	NZ	00	00	00	00	00
1874/05/09	NZ	00	00	00	00	00
1874/05/16	NZ	00	00	00	00	00
1874/05/23	NZ	00	00	00	00	00
1874/05/30	NZ	00	00	00	00	00
1874/06/06	NZ	00	00	00	00	00
1874/06/13	NZ	00	00	00	00	00
1874/06/20	NZ	00	00	00	00	00
1874/06/27	NZ	00	00	00	00	00
1874/07/04	NZ	00	00	00	00	00
1874/07/11	NZ	00	00	00	00	00
1874/07/18	NZ	00	00	00	00	00
1874/07/25	NZ	00	00	00	00	00
1874/08/01	NZ	00	00	00	00	00
1874/08/08	NZ	00	00	00	00	00
1874/08/15	NZ	00	00	00	00	00
1874/08/22	NZ	00	00	00	00	00
1874/08/29	NZ	00	00	00	00	00
1874/09/05	NZ	00	00	00	00	00
1874/09/12	NZ	00	00	00	00	00
1874/09/19	NZ	00	00	00	00	00
1874/09/26	NZ	00	00	00	00	00
